# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
20

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,AAOLYXEQWJ,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,26,33
# x,y,z,u,w
4.195875024219337490e+01, 0.000000000000000000e+00, -5.783914513836197813e+00, 0.000000000000000000e+00, 1.586533649582798411e+00
2.729551997804814079e+01, 0.000000000000000000e+00, -6.127613810464764832e+00, 0.000000000000000000e+00, 1.723464124463156111e+00
1.613185544969342899e+01, 0.000000000000000000e+00, -5.820338237043964469e+00, 0.000000000000000000e+00, 1.827739635619072267e+00
8.025614536819119849e+00, 0.000000000000000000e+00, -4.817344508049419716e+00, 0.000000000000000000e+00, 1.904044169930654951e+00
2.538315104407438572e+00, 0.000000000000000000e+00, -2.981810099673258385e+00, 0.000000000000000000e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00
1.291803853629324150e+00, 0.000000000000000000e+00, 3.806685911940745015e+00, 0.000000000000000000e+00, 2.041733119767888294e+00
5.913875954654868039e+00, 0.000000000000000000e+00, 7.552592083828047365e+00, 0.000000000000000000e+00, 2.095955830069344827e+00
1.345457963951509583e+01, 0.000000000000000000e+00, 1.125207946716066587e+01, 0.000000000000000000e+00, 2.172260364380927733e+00
2.435217590167264134e+01, 0.000000000000000000e+00, 1.487621848453218831e+01, 0.000000000000000000e+00, 2.276535875536843889e+00
3.909002362546999620e+01, 0.000000000000000000e+00, 1.808449425321343540e+01, 0.000000000000000000e+00, 2.413466350417201589e+00
5.776324837468324347e+01, 0.000000000000000000e+00, 2.029050025954065006e+01, 0.000000000000000000e+00, 2.584161237591246607e+00
7.973313866571734820e+01, 0.000000000000000000e+00, 2.084779537898918989e+01, 0.000000000000000000e+00, 2.783663390284290440e+00
1.035352238274327306e+02, 0.000000000000000000e+00, 1.957949514018574177e+01, 0.000000000000000000e+00, 3.000000000000000000e+00
1.272412326912758829e+02, 0.000000000000000000e+00, 1.708294815400637390e+01, 0.000000000000000000e+00, 3.216336609715709116e+00
1.489858163000190245e+02, 0.000000000000000000e+00, 1.385569672655007167e+01, 0.000000000000000000e+00, 3.415838762408752949e+00
1.674843647963673163e+02, 0.000000000000000000e+00, 1.045244642099240551e+01, 0.000000000000000000e+00, 3.586533649582798411e+00
1.822429849561921174e+02, 0.000000000000000000e+00, 7.313986608354208663e+00, 0.000000000000000000e+00, 3.723464124463156111e+00
1.934284321115097214e+02, 0.000000000000000000e+00, 4.684051279926489286e+00, 0.000000000000000000e+00, 3.827739635619072267e+00
2.015813935106714609e+02, 0.000000000000000000e+00, 2.627738889735479866e+00, 0.000000000000000000e+00, 3.904044169930655173e+00
2.073573031188320783e+02, 0.000000000000000000e+00, 1.098155530432570304e+00, 0.000000000000000000e+00, 3.958266880232111262e+00
2.113676368353933128e+02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000000e+00
2.115315790538815577e+02, 3.839901119973326615e+00, 0.000000000000000000e+00, 2.000000000000000111e-01, 0.000000000000000000e+00
2.075599764771339437e+02, 3.839901119973326615e+00, -2.561950443835351449e-02, 2.000000000000000111e-01, 4.173311976788848798e-02
2.018528465694010379e+02, 3.839901119973326615e+00, -7.395371147066492901e-02, 2.000000000000000111e-01, 9.595583006934514658e-02
1.938217727828132695e+02, 3.839901119973326615e+00, -1.659314394225440970e-01, 2.000000000000000111e-01, 1.722603643809275942e-01
1.828474054942788598e+02, 3.839901119973326615e+00, -3.394256406859472164e-01, 2.000000000000000111e-01, 2.765358755368439447e-01
1.684379427364531239e+02, 3.839901119973326615e+00, -6.540512679401497831e-01, 2.000000000000000111e-01, 4.134663504172014781e-01
1.504788147999028638e+02, 3.839901119973326615e+00, -1.180111924170321513e+00, 2.000000000000000111e-01, 5.841612375912467181e-01
1.294941879335019905e+02, 3.839901119973326615e+00, -1.957038452258882844e+00, 2.000000000000000111e-01, 7.836633902842906618e-01
1.067434909101315270e+02, 3.839901119973326615e+00, -2.918221998531458805e+00, 2.000000000000000111e-01, 1.000000000000000000e+00
8.399188443163335194e+01, 3.839901119973326615e+00, -3.857289354091712141e+00, 2.000000000000000111e-01, 1.216336609715709338e+00
6.301636994142066328e+01, 3.839901119973326615e+00, -4.849678249897618088e+00, 2.000000000000000111e-01, 1.415838762408753171e+00
4.506893396665029172e+01, 3.839901119973326615e+00, -5.683324696204264725e+00, 2.000000000000000111e-01, 1.586533649582798411e+00
3.066071640275106347e+01, 3.839901119973326615e+00, -6.021046613761029676e+00, 2.000000000000000111e-01, 1.723464124463156111e+00
1.969120256184600137e+01, 3.839901119973326615e+00, -5.719114963356243919e+00, 2.000000000000000111e-01, 1.827739635619072267e+00
1.172593975180428671e+01, 3.839901119973326615e+00, -4.733564603561603690e+00, 2.000000000000000111e-01, 1.904044169930654951e+00
6.334071613869330264e+00, 3.839901119973326615e+00, -2.929952532722419178e+00, 2.000000000000000111e-01, 1.958266880232111484e+00
3.839901119973325283e+00, 3.839901119973326615e+00, 0.000000000000000000e+00, 2.000000000000000111e-01, 2.000000000000000000e+00
5.109238819626487071e+00, 3.839901119973326615e+00, 3.740482678689601936e+00, 2.000000000000000111e-01, 2.041733119767888294e+00
9.650927058025498440e+00, 3.839901119973326615e+00, 7.421242656283212114e+00, 2.000000000000000111e-01, 2.095955830069344827e+00
1.706048807010554924e+01, 3.839901119973326615e+00, 1.105639112860135143e+01, 2.000000000000000111e-01, 2.172260364380927733e+00
2.776856091900818058e+01, 3.839901119973326615e+00, 1.461750164132293328e+01, 2.000000000000000111e-01, 2.276535875536843889e+00
4.225009824760905985e+01, 3.839901119973326615e+00, 1.776998130967928802e+01, 2.000000000000000111e-01, 2.413466350417201589e+00
6.059857126205338318e+01, 3.839901119973326615e+00, 1.993762199415733249e+01, 2.000000000000000111e-01, 2.584161237591246607e+00
8.218637650454776633e+01, 3.839901119973326615e+00, 2.048522502457198513e+01, 2.000000000000000111e-01, 2.783663390284290440e+00
1.055745123591028829e+02, 3.839901119973326615e+00, 1.923898218122599246e+01, 2.000000000000000111e-01, 3.000000000000000000e+00
1.288682428079226838e+02, 3.839901119973326615e+00, 1.678585340350191402e+01, 2.000000000000000111e-01, 3.216336609715709116e+00
1.502346597452094272e+02, 3.839901119973326615e+00, 1.361472808782746213e+01, 2.000000000000000111e-01, 3.415838762408752949e+00
1.684114943546647112e+02, 3.839901119973326615e+00, 1.027066474410558072e+01, 2.000000000000000111e-01, 3.586533649582798411e+00
1.829134428595360191e+02, 3.839901119973326615e+00, 7.186786841252396307e+00, 2.000000000000000111e-01, 3.723464124463156111e+00
1.939043604991090604e+02, 3.839901119973326615e+00, 4.602589518536463586e+00, 2.000000000000000111e-01, 3.827739635619072267e+00
2.019155312652419809e+02, 3.839901119973326615e+00, 2.582039082957471088e+00, 2.000000000000000111e-01, 3.904044169930655173e+00
2.075909902715214912e+02, 3.839901119973326615e+00, 1.079057173381569035e+00, 2.000000000000000111e-01, 3.958266880232111262e+00
2.115315790538815577e+02, 3.839901119973326615e+00, 0.000000000000000000e+00, 2.000000000000000111e-01, 4.000000000000000000e+00
2.116955212723697741e+02, 7.679802239946653231e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 0.000000000000000000e+00
2.077942125465381196e+02, 7.679802239946653231e+00, -2.516606188192247948e-02, 4.000000000000000222e-01, 4.173311976788848798e-02
2.021880937876147186e+02, 7.679802239946653231e+00, -7.264479622339653497e-02, 4.000000000000000222e-01, 9.595583006934514658e-02
1.942991628999045020e+02, 7.679802239946653231e+00, -1.629945997867468521e-01, 4.000000000000000222e-01, 1.722603643809275942e-01
1.835190322005476276e+02, 7.679802239946653231e+00, -3.334181072224791098e-01, 4.000000000000000222e-01, 2.765358755368439447e-01
1.693646041817984838e+02, 7.679802239946653231e+00, -6.424751393040407654e-01, 4.000000000000000222e-01, 4.134663504172014781e-01
1.517233369166915793e+02, 7.679802239946653231e+00, -1.159224987459342326e+00, 4.000000000000000222e-01, 5.841612375912467181e-01
1.311101193753597443e+02, 7.679802239946653231e+00, -1.922400603546336129e+00, 4.000000000000000222e-01, 7.836633902842906618e-01
1.087620895559427510e+02, 7.679802239946653231e+00, -2.866572051654795672e+00, 4.000000000000000222e-01, 1.000000000000000000e+00
8.641316637794896849e+01, 7.679802239946653231e+00, -3.789018746054690467e+00, 4.000000000000000222e-01, 1.216336609715709338e+00
6.580889993181085629e+01, 7.679802239946653231e+00, -4.763843236625093347e+00, 4.000000000000000222e-01, 1.415838762408753171e+00
4.817911769110720854e+01, 7.679802239946653231e+00, -5.582734878572329862e+00, 4.000000000000000222e-01, 1.586533649582798411e+00
3.402591282745398615e+01, 7.679802239946653231e+00, -5.914479417057294519e+00, 4.000000000000000222e-01, 1.723464124463156111e+00
2.325054967399857020e+01, 7.679802239946653231e+00, -5.617891689668522481e+00, 4.000000000000000222e-01, 1.827739635619072267e+00
1.542626496678945358e+01, 7.679802239946653231e+00, -4.649784699073787664e+00, 4.000000000000000222e-01, 1.904044169930654951e+00
1.012982812333122240e+01, 7.679802239946653231e+00, -2.878094965771579972e+00, 4.000000000000000222e-01, 1.958266880232111484e+00
7.679802239946650566e+00, 7.679802239946653231e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 2.000000000000000000e+00
8.926673785623650659e+00, 7.679802239946653231e+00, 3.674279445438457969e+00, 4.000000000000000222e-01, 2.041733119767888294e+00
1.338797816139613062e+01, 7.679802239946653231e+00, 7.289893228738375974e+00, 4.000000000000000222e-01, 2.095955830069344827e+00
2.066639650069600265e+01, 7.679802239946653231e+00, 1.086070279004203343e+01, 4.000000000000000222e-01, 2.172260364380927733e+00
3.118494593634371981e+01, 7.679802239946653231e+00, 1.435878479811367647e+01, 4.000000000000000222e-01, 2.276535875536843889e+00
4.541017286974812350e+01, 7.679802239946653231e+00, 1.745546836614514064e+01, 4.000000000000000222e-01, 2.413466350417201589e+00
6.343389414942352289e+01, 7.679802239946653231e+00, 1.958474372877401848e+01, 4.000000000000000222e-01, 2.584161237591246607e+00
8.463961434337818446e+01, 7.679802239946653231e+00, 2.012265467015478038e+01, 4.000000000000000222e-01, 2.783663390284290440e+00
1.076138008907730352e+02, 7.679802239946653231e+00, 1.889846922226623605e+01, 4.000000000000000222e-01, 3.000000000000000000e+00
1.304952529245694564e+02, 7.679802239946653231e+00, 1.648875865299745413e+01, 4.000000000000000222e-01, 3.216336609715709116e+00
1.514835031903998015e+02, 7.679802239946653231e+00, 1.337375944910485259e+01, 4.000000000000000222e-01, 3.415838762408752949e+00
1.693386239129620492e+02, 7.679802239946653231e+00, 1.008888306721875594e+01, 4.000000000000000222e-01, 3.586533649582798411e+00
1.835839007628799209e+02, 7.679802239946653231e+00, 7.059587074150583064e+00, 4.000000000000000222e-01, 3.723464124463156111e+00
1.943802888867083425e+02, 7.679802239946653231e+00, 4.521127757146436998e+00, 4.000000000000000222e-01, 3.827739635619072267e+00
2.022496690198124725e+02, 7.679802239946653231e+00, 2.536339276179462754e+00, 4.000000000000000222e-01, 3.904044169930655173e+00
2.078246774242108756e+02, 7.679802239946653231e+00, 1.059958816330567766e+00, 4.000000000000000222e-01, 3.958266880232111262e+00
2.116955212723697741e+02, 7.679802239946653231e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 4.000000000000000000e+00
2.118594634908579906e+02, 1.151970335991997985e+01, 0.000000000000000000e+00, 5.999999999999999778e-01, 0.000000000000000000e+00
2.080284486159423238e+02, 1.151970335991997985e+01, -2.471261932549144794e-02, 5.999999999999999778e-01, 4.173311976788848798e-02
2.025233410058283994e+02, 1.151970335991997985e+01, -7.133588097612812706e-02, 5.999999999999999778e-01, 9.595583006934514658e-02
1.947765530169957628e+02, 1.151970335991997985e+01, -1.600577601509496350e-01, 5.999999999999999778e-01, 1.722603643809275942e-01
1.841906589068164237e+02, 1.151970335991997985e+01, -3.274105737590109477e-01, 5.999999999999999778e-01, 2.765358755368439447e-01
1.702912656271438436e+02, 1.151970335991997985e+01, -6.308990106679319698e-01, 5.999999999999999778e-01, 4.134663504172014781e-01
1.529678590334803232e+02, 1.151970335991997985e+01, -1.138338050748363139e+00, 5.999999999999999778e-01, 5.841612375912467181e-01
1.327260508172174980e+02, 1.151970335991997985e+01, -1.887762754833789414e+00, 5.999999999999999778e-01, 7.836633902842906618e-01
1.107806882017539749e+02, 1.151970335991997985e+01, -2.814922104778132983e+00, 5.999999999999999778e-01, 1.000000000000000000e+00
8.883444832426459925e+01, 1.151970335991997985e+01, -3.720748138017668794e+00, 5.999999999999999778e-01, 1.216336609715709338e+00
6.860142992220103508e+01, 1.151970335991997985e+01, -4.678008223352569495e+00, 5.999999999999999778e-01, 1.415838762408753171e+00
5.128930141556412536e+01, 1.151970335991997985e+01, -5.482145060940396775e+00, 5.999999999999999778e-01, 1.586533649582798411e+00
3.739110925215690884e+01, 1.151970335991997985e+01, -5.807912220353559363e+00, 5.999999999999999778e-01, 1.723464124463156111e+00
2.680989678615113903e+01, 1.151970335991997985e+01, -5.516668415980801932e+00, 5.999999999999999778e-01, 1.827739635619072267e+00
1.912659018177461689e+01, 1.151970335991997985e+01, -4.566004794585970750e+00, 5.999999999999999778e-01, 1.904044169930654951e+00
1.392558463279311454e+01, 1.151970335991997985e+01, -2.826237398820740765e+00, 5.999999999999999778e-01, 1.958266880232111484e+00
1.151970335991997452e+01, 1.151970335991997985e+01, 0.000000000000000000e+00, 5.999999999999999778e-01, 2.000000000000000000e+00
1.274410875162081247e+01, 1.151970335991997985e+01, 3.608076212187314447e+00, 5.999999999999999778e-01, 2.041733119767888294e+00
1.712502926476675924e+01, 1.151970335991997985e+01, 7.158543801193539835e+00, 5.999999999999999778e-01, 2.095955830069344827e+00
2.427230493128645605e+01, 1.151970335991997985e+01, 1.066501445148271898e+01, 5.999999999999999778e-01, 2.172260364380927733e+00
3.460133095367925904e+01, 1.151970335991997985e+01, 1.410006795490442144e+01, 5.999999999999999778e-01, 2.276535875536843889e+00
4.857024749188718715e+01, 1.151970335991997985e+01, 1.714095542261099325e+01, 5.999999999999999778e-01, 2.413466350417201589e+00
6.626921703679366260e+01, 1.151970335991997985e+01, 1.923186546339070091e+01, 5.999999999999999778e-01, 2.584161237591246607e+00
8.709285218220858837e+01, 1.151970335991997985e+01, 1.976008431573757917e+01, 5.999999999999999778e-01, 2.783663390284290440e+00
1.096530894224431734e+02, 1.151970335991997985e+01, 1.855795626330648673e+01, 5.999999999999999778e-01, 3.000000000000000000e+00
1.321222630412162289e+02, 1.151970335991997985e+01, 1.619166390249299781e+01, 5.999999999999999778e-01, 3.216336609715709116e+00
1.527323466355902042e+02, 1.151970335991997985e+01, 1.313279081038224128e+01, 5.999999999999999778e-01, 3.415838762408752949e+00
1.702657534712594156e+02, 1.151970335991997985e+01, 9.907101390331931157e+00, 5.999999999999999778e-01, 3.586533649582798411e+00
1.842543586662238226e+02, 1.151970335991997985e+01, 6.932387307048770708e+00, 5.999999999999999778e-01, 3.723464124463156111e+00
1.948562172743077099e+02, 1.151970335991997985e+01, 4.439665995756411299e+00, 5.999999999999999778e-01, 3.827739635619072267e+00
2.025838067743829924e+02, 1.151970335991997985e+01, 2.490639469401453976e+00, 5.999999999999999778e-01, 3.904044169930655173e+00
2.080583645769002885e+02, 1.151970335991997985e+01, 1.040860459279566497e+00, 5.999999999999999778e-01, 3.958266880232111262e+00
2.118594634908579906e+02, 1.151970335991997985e+01, 0.000000000000000000e+00, 5.999999999999999778e-01, 4.000000000000000000e+00
2.120234057093462070e+02, 1.535960447989330646e+01, 0.000000000000000000e+00, 8.000000000000000444e-01, 0.000000000000000000e+00
2.082626846853465281e+02, 1.535960447989330646e+01, -2.425917676906041293e-02, 8.000000000000000444e-01, 4.173311976788848798e-02
2.028585882240420801e+02, 1.535960447989330646e+01, -7.002696572885973303e-02, 8.000000000000000444e-01, 9.595583006934514658e-02
1.952539431340870522e+02, 1.535960447989330646e+01, -1.571209205151523625e-01, 8.000000000000000444e-01, 1.722603643809275942e-01
1.848622856130852199e+02, 1.535960447989330646e+01, -3.214030402955428967e-01, 8.000000000000000444e-01, 2.765358755368439447e-01
1.712179270724892035e+02, 1.535960447989330646e+01, -6.193228820318230632e-01, 8.000000000000000444e-01, 4.134663504172014781e-01
1.542123811502690387e+02, 1.535960447989330646e+01, -1.117451114037383952e+00, 8.000000000000000444e-01, 5.841612375912467181e-01
1.343419822590752801e+02, 1.535960447989330646e+01, -1.853124906121242921e+00, 8.000000000000000444e-01, 7.836633902842906618e-01
1.127992868475652131e+02, 1.535960447989330646e+01, -2.763272157901469406e+00, 8.000000000000000444e-01, 1.000000000000000000e+00
9.125573027058021580e+01, 1.535960447989330646e+01, -3.652477529980647120e+00, 8.000000000000000444e-01, 1.216336609715709338e+00
7.139395991259122809e+01, 1.535960447989330646e+01, -4.592173210080044754e+00, 8.000000000000000444e-01, 1.415838762408753171e+00
5.439948514002104218e+01, 1.535960447989330646e+01, -5.381555243308462799e+00, 8.000000000000000444e-01, 1.586533649582798411e+00
4.075630567685983152e+01, 1.535960447989330646e+01, -5.701345023649824206e+00, 8.000000000000000444e-01, 1.723464124463156111e+00
3.036924389830371140e+01, 1.535960447989330646e+01, -5.415445142293080494e+00, 8.000000000000000444e-01, 1.827739635619072267e+00
2.282691539675978731e+01, 1.535960447989330646e+01, -4.482224890098154724e+00, 8.000000000000000444e-01, 1.904044169930654951e+00
1.772134114225500667e+01, 1.535960447989330646e+01, -2.774379831869901558e+00, 8.000000000000000444e-01, 1.958266880232111484e+00
1.535960447989330113e+01, 1.535960447989330646e+01, 0.000000000000000000e+00, 8.000000000000000444e-01, 2.000000000000000000e+00
1.656154371761797606e+01, 1.535960447989330646e+01, 3.541872978936170924e+00, 8.000000000000000444e-01, 2.041733119767888294e+00
2.086208036813739142e+01, 1.535960447989330646e+01, 7.027194373648703696e+00, 8.000000000000000444e-01, 2.095955830069344827e+00
2.787821336187690946e+01, 1.535960447989330646e+01, 1.046932611292340098e+01, 8.000000000000000444e-01, 2.172260364380927733e+00
3.801771597101479472e+01, 1.535960447989330646e+01, 1.384135111169516641e+01, 8.000000000000000444e-01, 2.276535875536843889e+00
5.173032211402625080e+01, 1.535960447989330646e+01, 1.682644247907684587e+01, 8.000000000000000444e-01, 2.413466350417201589e+00
6.910453992416380231e+01, 1.535960447989330646e+01, 1.887898719800738689e+01, 8.000000000000000444e-01, 2.584161237591246607e+00
8.954609002103902071e+01, 1.535960447989330646e+01, 1.939751396132037087e+01, 8.000000000000000444e-01, 2.783663390284290440e+00
1.116923779541133257e+02, 1.535960447989330646e+01, 1.821744330434673032e+01, 8.000000000000000444e-01, 3.000000000000000000e+00
1.337492731578630298e+02, 1.535960447989330646e+01, 1.589456915198853793e+01, 8.000000000000000444e-01, 3.216336609715709116e+00
1.539811900807806069e+02, 1.535960447989330646e+01, 1.289182217165962996e+01, 8.000000000000000444e-01, 3.415838762408752949e+00
1.711928830295567820e+02, 1.535960447989330646e+01, 9.725319713445106373e+00, 8.000000000000000444e-01, 3.586533649582798411e+00
1.849248165695677244e+02, 1.535960447989330646e+01, 6.805187539946957465e+00, 8.000000000000000444e-01, 3.723464124463156111e+00
1.953321456619069920e+02, 1.535960447989330646e+01, 4.358204234366384711e+00, 8.000000000000000444e-01, 3.827739635619072267e+00
2.029179445289534556e+02, 1.535960447989330646e+01, 2.444939662623445642e+00, 8.000000000000000444e-01, 3.904044169930655173e+00
2.082920517295896730e+02, 1.535960447989330646e+01, 1.021762102228565228e+00, 8.000000000000000444e-01, 3.958266880232111262e+00
2.120234057093462070e+02, 1.535960447989330646e+01, 0.000000000000000000e+00, 8.000000000000000444e-01, 4.000000000000000000e+00
2.121873479278344234e+02, 1.919950559986663308e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00
2.084969207547507324e+02, 1.919950559986663308e+01, -2.380573421262938139e-02, 1.000000000000000000e+00, 4.173311976788848798e-02
2.031938354422557609e+02, 1.919950559986663308e+01, -6.871805048159133900e-02, 1.000000000000000000e+00, 9.595583006934514658e-02
1.957313332511783130e+02, 1.919950559986663308e+01, -1.541840808793551454e-01, 1.000000000000000000e+00, 1.722603643809275942e-01
1.855339123193540161e+02, 1.919950559986663308e+01, -3.153955068320747901e-01, 1.000000000000000000e+00, 2.765358755368439447e-01
1.721445885178345634e+02, 1.919950559986663308e+01, -6.077467533957141566e-01, 1.000000000000000000e+00, 4.134663504172014781e-01
1.554569032670577826e+02, 1.919950559986663308e+01, -1.096564177326404765e+00, 1.000000000000000000e+00, 5.841612375912467181e-01
1.359579137009330339e+02, 1.919950559986663308e+01, -1.818487057408696206e+00, 1.000000000000000000e+00, 7.836633902842906618e-01
1.148178854933764512e+02, 1.919950559986663308e+01, -2.711622211024806717e+00, 1.000000000000000000e+00, 1.000000000000000000e+00
9.367701221689584656e+01, 1.919950559986663308e+01, -3.584206921943625446e+00, 1.000000000000000000e+00, 1.216336609715709338e+00
7.418648990298140689e+01, 1.919950559986663308e+01, -4.506338196807520902e+00, 1.000000000000000000e+00, 1.415838762408753171e+00
5.750966886447795900e+01, 1.919950559986663308e+01, -5.280965425676528824e+00, 1.000000000000000000e+00, 1.586533649582798411e+00
4.412150210156275421e+01, 1.919950559986663308e+01, -5.594777826946089050e+00, 1.000000000000000000e+00, 1.723464124463156111e+00
3.392859101045628023e+01, 1.919950559986663308e+01, -5.314221868605359944e+00, 1.000000000000000000e+00, 1.827739635619072267e+00
2.652724061174495063e+01, 1.919950559986663308e+01, -4.398444985610338698e+00, 1.000000000000000000e+00, 1.904044169930654951e+00
2.151709765171689881e+01, 1.919950559986663308e+01, -2.722522264919062351e+00, 1.000000000000000000e+00, 1.958266880232111484e+00
1.919950559986662597e+01, 1.919950559986663308e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
2.037897868361513787e+01, 1.919950559986663308e+01, 3.475669745685027401e+00, 1.000000000000000000e+00, 2.041733119767888294e+00
2.459913147150802359e+01, 1.919950559986663308e+01, 6.895844946103868445e+00, 1.000000000000000000e+00, 2.095955830069344827e+00
3.148412179246736287e+01, 1.919950559986663308e+01, 1.027363777436408654e+01, 1.000000000000000000e+00, 2.172260364380927733e+00
4.143410098835033750e+01, 1.919950559986663308e+01, 1.358263426848590960e+01, 1.000000000000000000e+00, 2.276535875536843889e+00
5.489039673616531445e+01, 1.919950559986663308e+01, 1.651192953554269849e+01, 1.000000000000000000e+00, 2.413466350417201589e+00
7.193986281153394202e+01, 1.919950559986663308e+01, 1.852610893262406933e+01, 1.000000000000000000e+00, 2.584161237591246607e+00
9.199932785986942463e+01, 1.919950559986663308e+01, 1.903494360690316967e+01, 1.000000000000000000e+00, 2.783663390284290440e+00
1.137316664857834638e+02, 1.919950559986663308e+01, 1.787693034538698100e+01, 1.000000000000000000e+00, 3.000000000000000000e+00
1.353762832745098024e+02, 1.919950559986663308e+01, 1.559747440148407804e+01, 1.000000000000000000e+00, 3.216336609715709116e+00
1.552300335259709811e+02, 1.919950559986663308e+01, 1.265085353293702042e+01, 1.000000000000000000e+00, 3.415838762408752949e+00
1.721200125878541485e+02, 1.919950559986663308e+01, 9.543538036558281590e+00, 1.000000000000000000e+00, 3.586533649582798411e+00
1.855952744729116262e+02, 1.919950559986663308e+01, 6.677987772845145109e+00, 1.000000000000000000e+00, 3.723464124463156111e+00
1.958080740495063310e+02, 1.919950559986663308e+01, 4.276742472976359011e+00, 1.000000000000000000e+00, 3.827739635619072267e+00
2.032520822835239755e+02, 1.919950559986663308e+01, 2.399239855845436864e+00, 1.000000000000000000e+00, 3.904044169930655173e+00
2.085257388822790858e+02, 1.919950559986663308e+01, 1.002663745177563959e+00, 1.000000000000000000e+00, 3.958266880232111262e+00
2.121873479278344234e+02, 1.919950559986663308e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
2.149932757410322495e+02, 2.134901218065640194e+01, -4.999999999999998890e-01, 1.199999999999999956e+00, 0.000000000000000000e+00
2.112902960945705786e+02, 2.134901218065640194e+01, -1.043009295005728143e+00, 1.199999999999999956e+00, 4.173311976788848798e-02
2.059691730769309856e+02, 2.134901218065640194e+01, -1.115553231205588913e+00, 1.199999999999999956e+00, 9.595583006934514658e-02
1.984812882253397959e+02, 2.134901218065640194e+01, -1.239978212682264713e+00, 1.199999999999999956e+00, 1.722603643809275942e-01
1.882491821883053262e+02, 2.134901218065640194e+01, -1.454577683241528696e+00, 1.199999999999999956e+00, 2.765358755368439447e-01
1.748143164690936260e+02, 2.134901218065640194e+01, -1.817302426929430226e+00, 1.199999999999999956e+00, 4.134663504172014781e-01
1.580698703841305246e+02, 2.134901218065640194e+01, -2.394252632601423958e+00, 1.199999999999999956e+00, 5.841612375912467181e-01
